,spk,filename,stage,trigger start,trigger end,trigger score,SNR,NetSpeech,NetSpeechAccum,NoiseLevel,PlosiveRatio,SaturationRatio,SpeechRatio
6515,spk00055,RAW_SPK00055_F_P2199_L001_09_01_99_20180326_080006.wav,eval,416,1200,0.003180689,inf,910,1850,#NAME?,0,0,87.5
6516,spk00055,RAW_SPK00055_F_P2199_L001_09_01_99_20180326_080006.wav,eval,416,1200,0.003180689,inf,710,2560,#NAME?,0,0,68.2692337
6517,spk00055,RAW_SPK00055_F_P2199_L001_09_01_99_20180326_080006.wav,eval,416,1200,0.003180689,inf,0,2560,#NAME?,0,0,0
6518,spk00055,RAW_SPK00055_F_P2199_L001_10_01_99_20180326_080135.wav,eval,1312,2032,0.005372602,inf,680,680,#NAME?,0,0,68
6519,spk00055,RAW_SPK00055_F_P2199_L001_10_01_99_20180326_080135.wav,eval,1312,2032,0.005372602,inf,0,680,#NAME?,0,0,0
6520,spk00055,RAW_SPK00055_F_P2199_L001_11_01_99_20180326_080352.wav,eval,896,1488,0.033023028,inf,770,770,#NAME?,0,0,77
6521,spk00055,RAW_SPK00055_F_P2199_L001_11_01_99_20180326_080352.wav,eval,896,1488,0.033023028,inf,0,770,#NAME?,0,0,0
6522,spk00055,RAW_SPK00055_F_P2199_L001_12_01_99_20180326_083659.wav,eval,688,1456,0.022879442,inf,900,900,#NAME?,0,0,90
6523,spk00055,RAW_SPK00055_F_P2199_L001_12_01_99_20180326_083659.wav,eval,688,1456,0.022879442,inf,940,1840,#NAME?,0,0,90.38461304
6524,spk00055,RAW_SPK00055_F_P2199_L001_12_01_99_20180326_083659.wav,eval,688,1456,0.022879442,inf,440,2280,#NAME?,0,0,91.66666412
6525,spk00055,RAW_SPK00055_F_P2199_L001_13_01_99_20180326_083843.wav,eval,944,1760,0.004691938,inf,940,940,#NAME?,0,0,94
6526,spk00055,RAW_SPK00055_F_P2199_L001_13_01_99_20180326_083843.wav,eval,944,1760,0.004691938,inf,460,1400,#NAME?,0,0,44.23077011
6527,spk00055,RAW_SPK00055_F_P2199_L001_13_01_99_20180326_083843.wav,eval,944,1760,0.004691938,inf,0,1400,#NAME?,0,0,0
6528,spk00055,RAW_SPK00055_F_P2199_L001_14_01_99_20180326_084257.wav,eval,704,1392,0.004321216,inf,710,710,#NAME?,0,0,71
6529,spk00055,RAW_SPK00055_F_P2199_L001_14_01_99_20180326_084257.wav,eval,704,1392,0.004321216,inf,70,780,#NAME?,0,0,8.433734894
6530,spk00055,RAW_SPK00055_F_P2199_L001_15_01_99_20180326_084342.wav,eval,464,1088,0.010877785,inf,530,530,#NAME?,0,0,53
6531,spk00055,RAW_SPK00055_F_P2199_L001_15_01_99_20180326_084342.wav,eval,464,1088,0.010877785,inf,0,530,#NAME?,0,0,0
6532,spk00055,RAW_SPK00055_F_P2199_L001_16_01_99_20180326_084420.wav,eval,1008,1840,0.009287215,inf,940,940,#NAME?,0,0,94
6533,spk00055,RAW_SPK00055_F_P2199_L001_16_01_99_20180326_084420.wav,eval,1008,1840,0.009287215,inf,900,1840,#NAME?,0,0,86.53845978
6534,spk00055,RAW_SPK00055_F_P2199_L001_16_01_99_20180326_084420.wav,eval,1008,1840,0.009287215,inf,520,2360,#NAME?,0,0,50
6535,spk00055,RAW_SPK00055_F_P2199_L001_16_01_99_20180326_084420.wav,eval,1008,1840,0.009287215,inf,0,2360,#NAME?,0,0,0
6536,spk00055,RAW_SPK00055_F_P2199_L001_17_01_99_20180326_084509.wav,eval,672,1376,0.003616025,inf,880,880,#NAME?,0,0,88
6537,spk00055,RAW_SPK00055_F_P2199_L001_17_01_99_20180326_084509.wav,eval,672,1376,0.003616025,inf,570,1450,#NAME?,0,0,57
6538,spk00056,RAW_SPK00056_F_P2115_L001_03_01_99_20180326_160800.wav,eval,752,1440,0.007804989,inf,530,530,#NAME?,0,0,53
6539,spk00056,RAW_SPK00056_F_P2115_L001_03_01_99_20180326_160800.wav,eval,752,1440,0.007804989,inf,910,1440,#NAME?,0,0,87.5
6540,spk00056,RAW_SPK00056_F_P2115_L001_03_01_99_20180326_160800.wav,eval,752,1440,0.007804989,inf,880,2320,#NAME?,0,0,84.61538696
6541,spk00056,RAW_SPK00056_F_P2115_L001_03_01_99_20180326_160800.wav,eval,752,1440,0.007804989,inf,220,2540,#NAME?,0,0,28.20512772
6542,spk00056,RAW_SPK00056_F_P2115_L001_10_01_99_20180327_150115.wav,eval,1168,1856,0.979402617,inf,660,660,#NAME?,0,0,66
6543,spk00056,RAW_SPK00056_F_P2115_L001_10_01_99_20180327_150115.wav,eval,1168,1856,0.979402617,inf,870,1530,#NAME?,0,0,83.65384674
6544,spk00056,RAW_SPK00056_F_P2115_L001_10_01_99_20180327_150115.wav,eval,1168,1856,0.979402617,inf,710,2240,#NAME?,0,0,68.2692337
6545,spk00056,RAW_SPK00056_F_P2115_L001_10_01_99_20180327_150115.wav,eval,1168,1856,0.979402617,inf,0,2240,#NAME?,0,0,0
6546,spk00056,RAW_SPK00056_F_P2115_L001_12_01_99_20180328_111529.wav,eval,496,1104,0.003939589,inf,940,940,#NAME?,0,0,94
6547,spk00056,RAW_SPK00056_F_P2115_L001_12_01_99_20180328_111529.wav,eval,496,1104,0.003939589,inf,990,1930,#NAME?,0,0,95.19230652
6548,spk00056,RAW_SPK00056_F_P2115_L001_12_01_99_20180328_111529.wav,eval,496,1104,0.003939589,inf,180,2110,#NAME?,0,0,30.50847435
6549,spk00056,RAW_SPK00056_F_P2115_L001_13_01_99_20180328_111644.wav,eval,0,800,0.00390825,inf,940,940,#NAME?,0,0,94
6550,spk00056,RAW_SPK00056_F_P2115_L001_13_01_99_20180328_111644.wav,eval,0,800,0.00390825,inf,1000,1940,#NAME?,0,0,96.15384674
6551,spk00056,RAW_SPK00056_F_P2115_L001_13_01_99_20180328_111644.wav,eval,0,800,0.00390825,inf,550,2490,#NAME?,0,0,52.88461685
6552,spk00056,RAW_SPK00056_F_P2115_L001_16_01_99_20180328_185705.wav,eval,528,1184,0.005075933,inf,940,940,#NAME?,0,0,94
6553,spk00056,RAW_SPK00056_F_P2115_L001_16_01_99_20180328_185705.wav,eval,528,1184,0.005075933,inf,1000,1940,#NAME?,0,0,96.15384674
6554,spk00056,RAW_SPK00056_F_P2115_L001_16_01_99_20180328_185705.wav,eval,528,1184,0.005075933,inf,750,2690,#NAME?,0,0,72.11538696
6555,spk00056,RAW_SPK00056_F_P2199_L001_02_01_99_20180326_132937.wav,eval,576,960,0.003912683,inf,740,740,#NAME?,0,0,74
6556,spk00056,RAW_SPK00056_F_P2199_L001_02_01_99_20180326_132937.wav,eval,576,960,0.003912683,inf,360,1100,#NAME?,0,0,34.61538315
6557,spk00056,RAW_SPK00056_F_P2199_L001_02_01_99_20180326_132937.wav,eval,576,960,0.003912683,inf,0,1100,#NAME?,0,0,0
6558,spk00056,RAW_SPK00056_F_P2199_L001_03_01_99_20180326_160825.wav,eval,48,976,0.005538719,inf,300,300,#NAME?,0,0,27.27272797
6559,spk00056,RAW_SPK00056_F_P2199_L001_03_01_99_20180326_160825.wav,eval,48,976,0.005538719,inf,710,1010,#NAME?,0,0,68.2692337
6560,spk00056,RAW_SPK00056_F_P2199_L001_03_01_99_20180326_160825.wav,eval,48,976,0.005538719,inf,200,1210,#NAME?,0,0,19.23077011
6561,spk00056,RAW_SPK00056_F_P2199_L001_03_01_99_20180326_160825.wav,eval,48,976,0.005538719,inf,0,1210,#NAME?,0,0,0
6562,spk00056,RAW_SPK00056_F_P2199_L001_04_01_99_20180326_175257.wav,eval,464,1152,0.004392356,inf,940,940,#NAME?,0,0,94
6563,spk00056,RAW_SPK00056_F_P2199_L001_04_01_99_20180326_175257.wav,eval,464,1152,0.004392356,inf,940,1880,#NAME?,0,0,90.38461304
6564,spk00056,RAW_SPK00056_F_P2199_L001_04_01_99_20180326_175257.wav,eval,464,1152,0.004392356,inf,110,1990,#NAME?,0,0,73.33333588
6565,spk00056,RAW_SPK00056_F_P2199_L001_06_01_99_20180327_121701.wav,eval,464,1120,0.003871425,inf,500,500,#NAME?,0,0,50
6566,spk00056,RAW_SPK00056_F_P2199_L001_06_01_99_20180327_121701.wav,eval,464,1120,0.003871425,inf,1000,1500,#NAME?,0,0,96.15384674
6567,spk00056,RAW_SPK00056_F_P2199_L001_06_01_99_20180327_121701.wav,eval,464,1120,0.003871425,inf,660,2160,#NAME?,0,0,63.46154022
6568,spk00056,RAW_SPK00056_F_P2199_L001_07_01_99_20180327_123834.wav,eval,576,1152,0.020625797,inf,930,930,#NAME?,0,0,93.93939209
6569,spk00056,RAW_SPK00056_F_P2199_L001_08_01_99_20180327_132239.wav,eval,528,1136,0.007104831,inf,670,670,#NAME?,0,0,67
6570,spk00056,RAW_SPK00056_F_P2199_L001_08_01_99_20180327_132239.wav,eval,528,1136,0.007104831,inf,0,670,#NAME?,0,0,0
6571,spk00056,RAW_SPK00056_F_P2199_L001_10_01_99_20180327_150148.wav,eval,16,944,0.011362941,inf,300,300,#NAME?,0,0,27.02702713
6572,spk00056,RAW_SPK00056_F_P2199_L001_10_01_99_20180327_150148.wav,eval,16,944,0.011362941,inf,520,820,#NAME?,0,0,50
6573,spk00056,RAW_SPK00056_F_P2199_L001_10_01_99_20180327_150148.wav,eval,16,944,0.011362941,inf,0,820,#NAME?,0,0,0
6574,spk00056,RAW_SPK00056_F_P2199_L001_11_01_99_20180327_163333.wav,eval,0,864,0.00344053,inf,940,940,#NAME?,0,0,94
6575,spk00056,RAW_SPK00056_F_P2199_L001_11_01_99_20180327_163333.wav,eval,0,864,0.00344053,inf,940,1880,#NAME?,0,0,90.38461304
6576,spk00056,RAW_SPK00056_F_P2199_L001_11_01_99_20180327_163333.wav,eval,0,864,0.00344053,inf,0,1880,#NAME?,0,0,0
6577,spk00056,RAW_SPK00056_F_P2199_L001_12_01_99_20180328_111543.wav,eval,560,1216,0.011762959,inf,940,940,#NAME?,0,0,94
6578,spk00056,RAW_SPK00056_F_P2199_L001_12_01_99_20180328_111543.wav,eval,560,1216,0.011762959,inf,780,1720,#NAME?,0,0,75
6579,spk00056,RAW_SPK00056_F_P2199_L001_12_01_99_20180328_111543.wav,eval,560,1216,0.011762959,inf,60,1780,#NAME?,0,0,18.75
6580,spk00056,RAW_SPK00056_F_P2199_L001_13_01_99_20180328_111715.wav,eval,128,1056,0.005629933,inf,300,300,#NAME?,0,0,24.1935482
6581,spk00056,RAW_SPK00056_F_P2199_L001_13_01_99_20180328_111715.wav,eval,128,1056,0.005629933,inf,1000,1300,#NAME?,0,0,96.15384674
6582,spk00056,RAW_SPK00056_F_P2199_L001_13_01_99_20180328_111715.wav,eval,128,1056,0.005629933,inf,390,1690,#NAME?,0,0,37.5
6583,spk00056,RAW_SPK00056_F_P2199_L001_14_01_99_20180328_145024.wav,eval,96,1024,0.008387673,inf,470,470,#NAME?,0,0,47
6584,spk00056,RAW_SPK00056_F_P2199_L001_14_01_99_20180328_145024.wav,eval,96,1024,0.008387673,inf,660,1130,#NAME?,0,0,63.46154022
6585,spk00056,RAW_SPK00056_F_P2199_L001_14_01_99_20180328_145024.wav,eval,96,1024,0.008387673,inf,0,1130,#NAME?,0,0,0
6586,spk00056,RAW_SPK00056_F_P2199_L001_15_01_99_20180328_165409.wav,eval,448,1120,0.015306392,inf,740,740,#NAME?,0,0,74
6587,spk00056,RAW_SPK00056_F_P2199_L001_15_01_99_20180328_165409.wav,eval,448,1120,0.015306392,inf,510,1250,#NAME?,0,0,59.3023262
6588,spk00056,RAW_SPK00056_F_P2199_L001_16_01_99_20180328_185714.wav,eval,1168,1904,0.993346772,inf,920,920,#NAME?,0,0,92
6589,spk00056,RAW_SPK00056_F_P2199_L001_16_01_99_20180328_185714.wav,eval,1168,1904,0.993346772,inf,1000,1920,#NAME?,0,0,96.15384674
6590,spk00056,RAW_SPK00056_F_P2199_L001_16_01_99_20180328_185714.wav,eval,1168,1904,0.993346772,inf,840,2760,#NAME?,0,0,84.84848785
6591,spk00057,RAW_SPK00057_M_P2115_L001_02_01_99_20180326_143039.wav,eval,944,1536,0.006138776,inf,500,500,#NAME?,0,0,50
6592,spk00057,RAW_SPK00057_M_P2115_L001_02_01_99_20180326_143039.wav,eval,944,1536,0.006138776,inf,960,1460,#NAME?,0,0,92.30769348
6593,spk00057,RAW_SPK00057_M_P2115_L001_02_01_99_20180326_143039.wav,eval,944,1536,0.006138776,inf,940,2400,#NAME?,0,0,90.38461304
6594,spk00057,RAW_SPK00057_M_P2115_L001_02_01_99_20180326_143039.wav,eval,944,1536,0.006138776,inf,210,2610,#NAME?,0,0,25
6595,spk00057,RAW_SPK00057_M_P2115_L001_04_01_99_20180326_172558.wav,eval,1216,1808,0.006511304,inf,940,940,#NAME?,0,0,94
6596,spk00057,RAW_SPK00057_M_P2115_L001_04_01_99_20180326_172558.wav,eval,1216,1808,0.006511304,inf,940,1880,#NAME?,0,0,90.38461304
6597,spk00057,RAW_SPK00057_M_P2115_L001_04_01_99_20180326_172558.wav,eval,1216,1808,0.006511304,inf,1000,2880,#NAME?,0,0,96.15384674
6598,spk00057,RAW_SPK00057_M_P2115_L001_04_01_99_20180326_172558.wav,eval,1216,1808,0.006511304,inf,390,3270,#NAME?,0,0,60
6599,spk00057,RAW_SPK00057_M_P2115_L001_05_01_99_20180326_173241.wav,eval,576,1072,0.009159817,inf,850,850,#NAME?,0,0,85
6600,spk00057,RAW_SPK00057_M_P2115_L001_05_01_99_20180326_173241.wav,eval,576,1072,0.009159817,inf,850,1700,#NAME?,0,0,81.7307663
6601,spk00057,RAW_SPK00057_M_P2115_L001_05_01_99_20180326_173241.wav,eval,576,1072,0.009159817,inf,820,2520,#NAME?,0,0,78.84615326
6602,spk00057,RAW_SPK00057_M_P2115_L001_05_01_99_20180326_173241.wav,eval,576,1072,0.009159817,inf,0,2520,#NAME?,0,0,0
6603,spk00057,RAW_SPK00057_M_P2115_L001_06_01_99_20180326_174340.wav,eval,480,1184,0.02191651,inf,860,860,#NAME?,0,0,86
6604,spk00057,RAW_SPK00057_M_P2115_L001_06_01_99_20180326_174340.wav,eval,480,1184,0.02191651,inf,1000,1860,#NAME?,0,0,96.15384674
6605,spk00057,RAW_SPK00057_M_P2115_L001_06_01_99_20180326_174340.wav,eval,480,1184,0.02191651,inf,840,2700,#NAME?,0,0,80.7692337
6606,spk00057,RAW_SPK00057_M_P2115_L001_06_01_99_20180326_174340.wav,eval,480,1184,0.02191651,inf,360,3060,#NAME?,0,0,65.45454407
6607,spk00057,RAW_SPK00057_M_P2115_L001_07_01_99_20180326_185430.wav,eval,176,1104,0.003099436,inf,520,520,#NAME?,0,0,52
6608,spk00057,RAW_SPK00057_M_P2115_L001_07_01_99_20180326_185430.wav,eval,176,1104,0.003099436,inf,1000,1520,#NAME?,0,0,96.15384674
6609,spk00057,RAW_SPK00057_M_P2115_L001_07_01_99_20180326_185430.wav,eval,176,1104,0.003099436,inf,930,2450,#NAME?,0,0,89.42308044
6610,spk00057,RAW_SPK00057_M_P2115_L001_07_01_99_20180326_185430.wav,eval,176,1104,0.003099436,inf,630,3080,#NAME?,0,0,66.31578827
6611,spk00057,RAW_SPK00057_M_P2115_L001_08_01_99_20180326_185539.wav,eval,720,1296,0.990166788,inf,940,940,#NAME?,0,0,94
6612,spk00057,RAW_SPK00057_M_P2115_L001_08_01_99_20180326_185539.wav,eval,720,1296,0.990166788,inf,880,1820,#NAME?,0,0,84.61538696
6613,spk00057,RAW_SPK00057_M_P2115_L001_08_01_99_20180326_185539.wav,eval,720,1296,0.990166788,inf,900,2720,#NAME?,0,0,86.53845978
6614,spk00057,RAW_SPK00057_M_P2115_L001_08_01_99_20180326_185539.wav,eval,720,1296,0.990166788,inf,120,2840,#NAME?,0,0,27.27272797
6615,spk00057,RAW_SPK00057_M_P2115_L001_09_01_99_20180326_185743.wav,eval,592,1232,0.006012777,inf,940,940,#NAME?,0,0,94
6616,spk00057,RAW_SPK00057_M_P2115_L001_09_01_99_20180326_185743.wav,eval,592,1232,0.006012777,inf,1000,1940,#NAME?,0,0,96.15384674
6617,spk00057,RAW_SPK00057_M_P2115_L001_09_01_99_20180326_185743.wav,eval,592,1232,0.006012777,inf,970,2910,#NAME?,0,0,93.2692337
6618,spk00057,RAW_SPK00057_M_P2115_L001_09_01_99_20180326_185743.wav,eval,592,1232,0.006012777,inf,0,2910,#NAME?,0,0,0
6619,spk00057,RAW_SPK00057_M_P2115_L001_10_01_99_20180327_071642.wav,eval,720,1136,0.012532219,inf,940,940,#NAME?,0,0,94
6620,spk00057,RAW_SPK00057_M_P2115_L001_10_01_99_20180327_071642.wav,eval,720,1136,0.012532219,inf,1000,1940,#NAME?,0,0,96.15384674
6621,spk00057,RAW_SPK00057_M_P2115_L001_10_01_99_20180327_071642.wav,eval,720,1136,0.012532219,inf,870,2810,#NAME?,0,0,83.65384674
6622,spk00057,RAW_SPK00057_M_P2115_L001_10_01_99_20180327_071642.wav,eval,720,1136,0.012532219,inf,240,3050,#NAME?,0,0,85.7142868
6623,spk00057,RAW_SPK00057_M_P2115_L001_11_01_99_20180327_073146.wav,eval,832,1456,0.008445456,inf,800,800,#NAME?,0,0,80
6624,spk00057,RAW_SPK00057_M_P2115_L001_11_01_99_20180327_073146.wav,eval,832,1456,0.008445456,inf,840,1640,#NAME?,0,0,80.7692337
6625,spk00057,RAW_SPK00057_M_P2115_L001_11_01_99_20180327_073146.wav,eval,832,1456,0.008445456,inf,720,2360,#NAME?,0,0,69.2307663
6626,spk00057,RAW_SPK00057_M_P2115_L001_11_01_99_20180327_073146.wav,eval,832,1456,0.008445456,inf,160,2520,#NAME?,0,0,80
6627,spk00057,RAW_SPK00057_M_P2115_L001_12_01_99_20180327_073335.wav,eval,816,1248,0.00655723,inf,900,900,#NAME?,0,0,90
6628,spk00057,RAW_SPK00057_M_P2115_L001_12_01_99_20180327_073335.wav,eval,816,1248,0.00655723,inf,920,1820,#NAME?,0,0,88.46154022
6629,spk00057,RAW_SPK00057_M_P2115_L001_12_01_99_20180327_073335.wav,eval,816,1248,0.00655723,inf,1000,2820,#NAME?,0,0,96.15384674
6630,spk00057,RAW_SPK00057_M_P2115_L001_12_01_99_20180327_073335.wav,eval,816,1248,0.00655723,inf,40,2860,#NAME?,0,0,16
6631,spk00057,RAW_SPK00057_M_P2115_L001_13_01_99_20180327_120951.wav,eval,704,1152,0.00395141,inf,810,810,#NAME?,0,0,81
6632,spk00057,RAW_SPK00057_M_P2115_L001_13_01_99_20180327_120951.wav,eval,704,1152,0.00395141,inf,950,1760,#NAME?,0,0,91.34615326
6633,spk00057,RAW_SPK00057_M_P2115_L001_13_01_99_20180327_120951.wav,eval,704,1152,0.00395141,inf,660,2420,#NAME?,0,0,69.47368622
6634,spk00057,RAW_SPK00057_M_P2115_L001_14_01_99_20180327_125406.wav,eval,0,736,0.011053621,inf,920,920,#NAME?,0,0,92
6635,spk00057,RAW_SPK00057_M_P2115_L001_14_01_99_20180327_125406.wav,eval,0,736,0.011053621,inf,930,1850,#NAME?,0,0,89.42308044
6636,spk00057,RAW_SPK00057_M_P2115_L001_14_01_99_20180327_125406.wav,eval,0,736,0.011053621,inf,810,2660,#NAME?,0,0,77.88461304
6637,spk00057,RAW_SPK00057_M_P2115_L001_14_01_99_20180327_125406.wav,eval,0,736,0.011053621,inf,50,2710,#NAME?,0,0,25
6638,spk00057,RAW_SPK00057_M_P2199_L001_02_01_99_20180326_143047.wav,eval,224,1152,0.008434136,inf,300,300,#NAME?,0,0,19.8675499
6639,spk00057,RAW_SPK00057_M_P2199_L001_02_01_99_20180326_143047.wav,eval,224,1152,0.008434136,inf,1000,1300,#NAME?,0,0,96.15384674
6640,spk00057,RAW_SPK00057_M_P2199_L001_02_01_99_20180326_143047.wav,eval,224,1152,0.008434136,inf,290,1590,#NAME?,0,0,31.52173996
6641,spk00057,RAW_SPK00057_M_P2199_L001_03_01_99_20180326_150809.wav,eval,336,1264,0.009358806,inf,680,680,#NAME?,0,0,68
6642,spk00057,RAW_SPK00057_M_P2199_L001_03_01_99_20180326_150809.wav,eval,336,1264,0.009358806,inf,1000,1680,#NAME?,0,0,96.15384674
6643,spk00057,RAW_SPK00057_M_P2199_L001_03_01_99_20180326_150809.wav,eval,336,1264,0.009358806,inf,750,2430,#NAME?,0,0,72.11538696
6644,spk00057,RAW_SPK00057_M_P2199_L001_03_01_99_20180326_150809.wav,eval,336,1264,0.009358806,inf,790,3220,#NAME?,0,0,75.96154022
6645,spk00057,RAW_SPK00057_M_P2199_L001_03_01_99_20180326_150809.wav,eval,336,1264,0.009358806,inf,640,3860,#NAME?,0,0,70.32967377
6646,spk00057,RAW_SPK00057_M_P2199_L001_04_01_99_20180326_172606.wav,eval,80,1008,0.003765659,inf,300,300,#NAME?,0,0,29.41176414
6647,spk00057,RAW_SPK00057_M_P2199_L001_04_01_99_20180326_172606.wav,eval,80,1008,0.003765659,inf,920,1220,#NAME?,0,0,88.46154022
6648,spk00057,RAW_SPK00057_M_P2199_L001_04_01_99_20180326_172606.wav,eval,80,1008,0.003765659,inf,960,2180,#NAME?,0,0,92.30769348
6649,spk00057,RAW_SPK00057_M_P2199_L001_04_01_99_20180326_172606.wav,eval,80,1008,0.003765659,inf,0,2180,#NAME?,0,0,0
6650,spk00057,RAW_SPK00057_M_P2199_L001_05_01_99_20180326_173248.wav,eval,256,1184,0.01456721,inf,560,560,#NAME?,0,0,56
6651,spk00057,RAW_SPK00057_M_P2199_L001_05_01_99_20180326_173248.wav,eval,256,1184,0.01456721,inf,1000,1560,#NAME?,0,0,96.15384674
6652,spk00057,RAW_SPK00057_M_P2199_L001_05_01_99_20180326_173248.wav,eval,256,1184,0.01456721,inf,50,1610,#NAME?,0,0,4.807692528
6653,spk00057,RAW_SPK00057_M_P2199_L001_05_01_99_20180326_173248.wav,eval,256,1184,0.01456721,inf,800,2410,#NAME?,0,0,76.92308044
6654,spk00057,RAW_SPK00057_M_P2199_L001_05_01_99_20180326_173248.wav,eval,256,1184,0.01456721,inf,60,2470,#NAME?,0,0,17.1428566
6655,spk00057,RAW_SPK00057_M_P2199_L001_06_01_99_20180326_174348.wav,eval,864,1280,0.004553627,inf,300,300,#NAME?,0,0,11.90476227
6656,spk00057,RAW_SPK00057_M_P2199_L001_06_01_99_20180326_174348.wav,eval,864,1280,0.004553627,inf,850,1150,#NAME?,0,0,81.7307663
6657,spk00057,RAW_SPK00057_M_P2199_L001_06_01_99_20180326_174348.wav,eval,864,1280,0.004553627,inf,820,1970,#NAME?,0,0,78.84615326
6658,spk00057,RAW_SPK00057_M_P2199_L001_06_01_99_20180326_174348.wav,eval,864,1280,0.004553627,inf,810,2780,#NAME?,0,0,77.88461304
6659,spk00057,RAW_SPK00057_M_P2199_L001_06_01_99_20180326_174348.wav,eval,864,1280,0.004553627,inf,0,2780,#NAME?,0,0,0
6660,spk00057,RAW_SPK00057_M_P2199_L001_07_01_99_20180326_185437.wav,eval,1120,1536,0.009123506,inf,300,300,#NAME?,0,0,21.12676048
6661,spk00057,RAW_SPK00057_M_P2199_L001_07_01_99_20180326_185437.wav,eval,1120,1536,0.009123506,inf,680,980,#NAME?,0,0,65.38461304
6662,spk00057,RAW_SPK00057_M_P2199_L001_07_01_99_20180326_185437.wav,eval,1120,1536,0.009123506,inf,570,1550,#NAME?,0,0,54.80769348
6663,spk00057,RAW_SPK00057_M_P2199_L001_07_01_99_20180326_185437.wav,eval,1120,1536,0.009123506,inf,520,2070,#NAME?,0,0,50
6664,spk00057,RAW_SPK00057_M_P2199_L001_07_01_99_20180326_185437.wav,eval,1120,1536,0.009123506,inf,920,2990,#NAME?,0,0,88.46154022
6665,spk00057,RAW_SPK00057_M_P2199_L001_07_01_99_20180326_185437.wav,eval,1120,1536,0.009123506,inf,730,3720,#NAME?,0,0,70.19230652
6666,spk00057,RAW_SPK00057_M_P2199_L001_07_01_99_20180326_185437.wav,eval,1120,1536,0.009123506,inf,580,4300,#NAME?,0,0,61.70212936
6667,spk00057,RAW_SPK00057_M_P2199_L001_08_01_99_20180326_185546.wav,eval,720,1312,0.984796057,inf,360,360,#NAME?,0,0,36
6668,spk00057,RAW_SPK00057_M_P2199_L001_08_01_99_20180326_185546.wav,eval,720,1312,0.984796057,inf,940,1300,#NAME?,0,0,90.38461304
6669,spk00057,RAW_SPK00057_M_P2199_L001_08_01_99_20180326_185546.wav,eval,720,1312,0.984796057,inf,1000,2300,#NAME?,0,0,96.15384674
6670,spk00057,RAW_SPK00057_M_P2199_L001_08_01_99_20180326_185546.wav,eval,720,1312,0.984796057,inf,270,2570,#NAME?,0,0,40.29850769
6671,spk00057,RAW_SPK00057_M_P2199_L001_09_01_99_20180326_185750.wav,eval,736,1168,0.004768512,inf,300,300,#NAME?,0,0,24
6672,spk00057,RAW_SPK00057_M_P2199_L001_09_01_99_20180326_185750.wav,eval,736,1168,0.004768512,inf,770,1070,#NAME?,0,0,74.03845978
6673,spk00057,RAW_SPK00057_M_P2199_L001_09_01_99_20180326_185750.wav,eval,736,1168,0.004768512,inf,0,1070,#NAME?,0,0,0
6674,spk00057,RAW_SPK00057_M_P2199_L001_10_01_99_20180327_071649.wav,eval,48,1408,0.00300166,inf,940,940,#NAME?,0,0,94
6675,spk00057,RAW_SPK00057_M_P2199_L001_10_01_99_20180327_071649.wav,eval,48,1408,0.00300166,inf,730,1670,#NAME?,0,0,70.19230652
6676,spk00057,RAW_SPK00057_M_P2199_L001_10_01_99_20180327_071649.wav,eval,48,1408,0.00300166,inf,210,1880,#NAME?,0,0,56.75675583
6677,spk00057,RAW_SPK00057_M_P2199_L001_11_01_99_20180327_073152.wav,eval,688,1392,0.984468037,inf,300,300,#NAME?,0,0,25.21008492
6678,spk00057,RAW_SPK00057_M_P2199_L001_11_01_99_20180327_073152.wav,eval,688,1392,0.984468037,inf,930,1230,#NAME?,0,0,89.42308044
6679,spk00057,RAW_SPK00057_M_P2199_L001_11_01_99_20180327_073152.wav,eval,688,1392,0.984468037,inf,500,1730,#NAME?,0,0,65.78947449
6680,spk00057,RAW_SPK00057_M_P2199_L001_12_01_99_20180327_073341.wav,eval,464,1152,0.068921626,inf,790,790,#NAME?,0,0,79
6681,spk00057,RAW_SPK00057_M_P2199_L001_12_01_99_20180327_073341.wav,eval,464,1152,0.068921626,inf,780,1570,#NAME?,0,0,75
6682,spk00057,RAW_SPK00057_M_P2199_L001_13_01_99_20180327_120957.wav,eval,0,784,0.007441542,inf,610,610,#NAME?,0,0,61
6683,spk00057,RAW_SPK00057_M_P2199_L001_13_01_99_20180327_120957.wav,eval,0,784,0.007441542,inf,900,1510,#NAME?,0,0,86.53845978
6684,spk00057,RAW_SPK00057_M_P2199_L001_13_01_99_20180327_120957.wav,eval,0,784,0.007441542,inf,40,1550,#NAME?,0,0,11.4285717
6685,spk00057,RAW_SPK00057_M_P2199_L001_14_01_99_20180327_125412.wav,eval,1344,1824,0.004681827,inf,890,890,#NAME?,0,0,89
6686,spk00057,RAW_SPK00057_M_P2199_L001_14_01_99_20180327_125412.wav,eval,1344,1824,0.004681827,inf,110,1000,#NAME?,0,0,23.40425491
6687,spk00058,RAW_SPK00058_F_P2115_L001_02_01_99_20180326_160403.wav,eval,448,944,0.0033001,inf,900,900,#NAME?,0,0,90
6688,spk00058,RAW_SPK00058_F_P2115_L001_02_01_99_20180326_160403.wav,eval,448,944,0.0033001,inf,1000,1900,#NAME?,0,0,96.15384674
6689,spk00058,RAW_SPK00058_F_P2115_L001_02_01_99_20180326_160403.wav,eval,448,944,0.0033001,inf,410,2310,#NAME?,0,0,69.49152374
6690,spk00058,RAW_SPK00058_F_P2115_L001_03_01_99_20180326_163212.wav,eval,608,1040,0.004266658,inf,940,940,#NAME?,0,0,94
