^ORIGIN_CITY_NAME^DEST_CITY_NAME
14^Guangzhou, China^Saipan, TT
139933^Gulfport/Biloxi, MS^Dallas/Fort Worth, TX
139934^Greensboro/High Point, NC^Dallas/Fort Worth, TX
139935^Chicago, IL^Toledo, OH
139936^Texarkana, AR^Dallas/Fort Worth, TX
139937^Fayetteville, AR^Dallas/Fort Worth, TX
139938^Seattle, WA^San Francisco, CA
139939^Dallas/Fort Worth, TX^Milwaukee, WI
139940^Dallas/Fort Worth, TX^Sacramento, CA
139941^Las Vegas, NV^Chicago, IL
139942^Los Angeles, CA^Boston, MA
139943^Chicago, IL^Las Vegas, NV
139944^Los Angeles, CA^Seattle, WA
139945^Seattle, WA^Anchorage, AK
139946^Akron, OH^Chicago, IL
139947^Chicago, IL^Akron, OH
139948^San Francisco, CA^Medford, OR
139949^Tucson, AZ^Denver, CO
139950^Boston, MA^Detroit, MI
139951^New York, NY^Minneapolis, MN
139952^Dallas, TX^Austin, TX
139953^Dallas, TX^Phoenix, AZ
139954^Los Angeles, CA^Sacramento, CA
139955^New Orleans, LA^Houston, TX
139956^Phoenix, AZ^San Francisco, CA
139957^Sacramento, CA^Phoenix, AZ
139958^Tampa, FL^Nashville, TN
139961^Fort Lauderdale, FL^Charlotte, NC
139962^Los Angeles, CA^San Francisco, CA
139963^Chicago, IL^Houston, TX
139964^Charlotte, NC^Memphis, TN
139965^Charlotte, NC^Valparaiso, FL
139966^Memphis, TN^Charlotte, NC
139967^Valparaiso, FL^Charlotte, NC
139968^Mosinee, WI^Minneapolis, MN
139969^New York, NY^Jacksonville, FL
139970^Lincoln, NE^Minneapolis, MN
139971^Memphis, TN^Minneapolis, MN
139972^Minneapolis, MN^Mosinee, WI
139973^Minneapolis, MN^Lincoln, NE
139974^Colorado Springs, CO^Dallas/Fort Worth, TX
139975^Denver, CO^Miami, FL
139976^Dallas/Fort Worth, TX^Colorado Springs, CO
139977^Las Vegas, NV^Miami, FL
139978^Miami, FL^Denver, CO
139979^Aruba, Aruba^Miami, FL
139980^Atlanta, GA^Santa Ana, CA
139981^Washington, DC^Minneapolis, MN
139982^Los Angeles, CA^New Orleans, LA
139983^Minneapolis, MN^Santa Ana, CA
139984^Phoenix, AZ^Salt Lake City, UT
139985^San Diego, CA^Salt Lake City, UT
139987^Atlanta, GA^Charleston/Dunbar, WV
139988^Denver, CO^El Paso, TX
139989^Newark, NJ^Syracuse, NY
139990^Greer, SC^Atlanta, GA
139991^Lansing, MI^Chicago, IL
139992^Lexington, KY^Atlanta, GA
139993^New York, NY^Cleveland, OH
139994^Monroe, LA^Dallas/Fort Worth, TX
139995^Minneapolis, MN^Newark, NJ
139996^Chicago, IL^Lansing, MI
139997^Valdosta, GA^Atlanta, GA
139998^Detroit, MI^South Bend, IN
139999^Los Angeles, CA^Austin, TX
140000^Portland, OR^Seattle, WA
140001^Portland, OR^San Francisco, CA
140002^Houston, TX^Phoenix, AZ
140003^Phoenix, AZ^Boston, MA
140004^Burlington, VT^Philadelphia, PA
140005^Baltimore, MD^Chicago, IL
140006^Charlotte, NC^Greensboro/High Point, NC
140007^Greensboro/High Point, NC^Charlotte, NC
140008^Philadelphia, PA^Burlington, VT
140009^Charlotte, NC^Florence, SC
140010^Florence, SC^Charlotte, NC
140011^Fort Lauderdale, FL^Freeport, The Bahamas
140013^Wenatchee, WA^Seattle, WA
140014^Eugene, OR^Seattle, WA
140015^Pullman, WA^Seattle, WA
140016^Seattle, WA^Wenatchee, WA
140017^Seattle, WA^Pullman, WA
140018^Seattle, WA^Yakima, WA
140019^Seattle, WA^Kelowna, Canada
140020^Yakima, WA^Seattle, WA
140021^Kelowna, Canada^Seattle, WA
140022^Chicago, IL^Columbus, OH
140023^Boston, MA^Buffalo, NY
140024^Boston, MA^Detroit, MI
140025^Boston, MA^Los Angeles, CA
140026^Boston, MA^Chicago, IL
140027^Boston, MA^San Francisco, CA
140028^Buffalo, NY^Boston, MA
140029^Washington, DC^Orlando, FL
140030^Detroit, MI^Boston, MA
140031^Washington, DC^Boston, MA
140032^New York, NY^Washington, DC
140033^New York, NY^Syracuse, NY
140034^Los Angeles, CA^Boston, MA
140035^Orlando, FL^Washington, DC
140036^Chicago, IL^Boston, MA
140037^San Francisco, CA^Boston, MA
140038^Syracuse, NY^New York, NY
140039^New York, NY^Santo Domingo, Dominican Republic
140040^Santo Domingo, Dominican Republic^New York, NY
140041^Chicago, IL^Little Rock, AR
140042^Newark, NJ^Tampa, FL
140043^Las Vegas, NV^Houston, TX
140044^Los Angeles, CA^Newark, NJ
140045^Kahului, HI^San Francisco, CA
140046^San Francisco, CA^Kahului, HI
140047^Lexington, KY^Philadelphia, PA
140048^Philadelphia, PA^Lexington, KY
140049^Nashville, TN^Washington, DC
140050^Dallas, TX^Los Angeles, CA
140051^Orlando, FL^Nashville, TN
140052^Orlando, FL^Raleigh/Durham, NC
140053^Chicago, IL^Boston, MA
140054^Chicago, IL^Baltimore, MD
140055^Chicago, IL^Cleveland, OH
140056^Raleigh/Durham, NC^Orlando, FL
140057^Austin, TX^Charlotte, NC
140058^Washington, DC^Raleigh/Durham, NC
140059^Denver, CO^Santa Ana, CA
140060^Santa Ana, CA^Denver, CO
140061^Washington, DC^New York, NY
140062^Jacksonville, FL^New York, NY
140063^New York, NY^Washington, DC
140064^New York, NY^Jacksonville, FL
140065^Dallas/Fort Worth, TX^Dayton, OH
140066^Dallas/Fort Worth, TX^Las Vegas, NV
140067^Dallas/Fort Worth, TX^Los Angeles, CA
140068^Los Angeles, CA^Dallas/Fort Worth, TX
140069^Buffalo, NY^Newark, NJ
140070^Dallas/Fort Worth, TX^Valparaiso, FL
140071^Newark, NJ^Indianapolis, IN
140072^Chicago, IL^Charlotte, NC
140073^Halifax, Canada^Newark, NJ
140074^Austin, TX^Houston, TX
140075^Vancouver, Canada^Seattle, WA
140076^Bozeman, MT^Denver, CO
140077^White Plains, NY^Orlando, FL
140078^Dallas/Fort Worth, TX^Moline, IL
140079^Dallas/Fort Worth, TX^Peoria, IL
140080^Charlotte, NC^Fort Lauderdale, FL
140081^New Orleans, LA^Charlotte, NC
140082^Phoenix, AZ^Houston, TX
140083^San Francisco, CA^Philadelphia, PA
140090^Dallas, TX^Las Vegas, NV
140091^Washington, DC^Milwaukee, WI
140092^Washington, DC^St. Louis, MO
140093^Las Vegas, NV^Atlanta, GA
140094^Las Vegas, NV^Sacramento, CA
140095^Los Angeles, CA^Chicago, IL
140096^New Orleans, LA^Tampa, FL
140097^Oakland, CA^Ontario, CA
140098^Phoenix, AZ^El Paso, TX
140099^St. Louis, MO^Kansas City, MO
140100^Denver, CO^Phoenix, AZ
140101^Las Vegas, NV^Houston, TX
140102^San Francisco, CA^Boston, MA
140103^Chicago, IL^New Orleans, LA
140104^Philadelphia, PA^Portland, ME
140105^Dallas/Fort Worth, TX^El Paso, TX
140106^Leon/Guanajuato, Mexico^Dallas/Fort Worth, TX
140107^New York, NY^Fort Myers, FL
140108^Fort Myers, FL^New York, NY
140109^Los Angeles, CA^Boston, MA
140110^Philadelphia, PA^Dallas/Fort Worth, TX
140111^Aruba, Aruba^Miami, FL
140112^Sao Paulo, Brazil^Miami, FL
140113^Miami, FL^Aruba, Aruba
140114^Newark, NJ^Albany, NY
140115^Newark, NJ^Hartford, CT
140116^Newark, NJ^Richmond, VA
140117^Newark, NJ^Halifax, Canada
140118^Williston, ND^Denver, CO
140119^Tucson, AZ^Houston, TX
140120^Leon/Guanajuato, Mexico^Houston, TX
140121^Guadalajara, Mexico^Houston, TX
140123^Fresno, CA^Los Angeles, CA
140124^Grand Junction, CO^Phoenix, AZ
140125^Phoenix, AZ^Grand Junction, CO
140126^Missoula, MT^Seattle, WA
140127^Charlotte, NC^Miami, FL
140128^Washington, DC^Fort Lauderdale, FL
140129^Fort Lauderdale, FL^Washington, DC
140130^Houston, TX^Charlotte, NC
140131^Miami, FL^Charlotte, NC
140132^Dallas/Fort Worth, TX^Newark, NJ
140133^Las Vegas, NV^Long Beach, CA
140134^Long Beach, CA^Las Vegas, NV
140135^Newark, NJ^Fort Lauderdale, FL
140136^Chicago, IL^New York, NY
140137^San Francisco, CA^Chicago, IL
140138^Kansas City, MO^St. Louis, MO
140139^New Orleans, LA^Nashville, TN
140140^Ontario, CA^Las Vegas, NV
140141^San Antonio, TX^Dallas, TX
140142^Salt Lake City, UT^Phoenix, AZ
140143^Denver, CO^Aspen, CO
140144^Peoria, IL^Chicago, IL
140145^Toledo, OH^Chicago, IL
140146^Sacramento, CA^Dallas/Fort Worth, TX
140147^Seattle, WA^Los Angeles, CA
140148^Atlanta, GA^San Diego, CA
140150^Charlotte, NC^Birmingham, AL
140151^Charlotte, NC^Fort Lauderdale, FL
140152^Tampa, FL^Philadelphia, PA
140153^Greensboro/High Point, NC^Philadelphia, PA
140155^Denver, CO^Houston, TX
140156^Newark, NJ^Orlando, FL
140157^Chicago, IL^San Francisco, CA
140158^Atlanta, GA^Houston, TX
140160^Miami, FL^Raleigh/Durham, NC
140161^Raleigh/Durham, NC^Miami, FL
140162^Miami, FL^San Jose, Costa Rica
140163^San Jose, Costa Rica^Miami, FL
140164^Salt Lake City, UT^San Diego, CA
140165^Atlanta, GA^Greer, SC
140166^Atlanta, GA^Columbus, MS
140167^Atlanta, GA^White Plains, NY
140168^Atlanta, GA^Myrtle Beach, SC
140169^Asheville, NC^Atlanta, GA
140170^Charleston, SC^Newark, NJ
140171^Cleveland, OH^Chicago, IL
140172^Charleston/Dunbar, WV^Atlanta, GA
140173^Newark, NJ^Charleston, SC
140174^Greensboro/High Point, NC^New York, NY
140175^Columbus, MS^Atlanta, GA
140176^White Plains, NY^Atlanta, GA
140177^New York, NY^Greensboro/High Point, NC
140178^Myrtle Beach, SC^Atlanta, GA
140179^Chicago, IL^Lincoln, NE
140180^Springfield, MO^Atlanta, GA
140181^Las Vegas, NV^Seattle, WA
140182^Seattle, WA^Las Vegas, NV
140183^Seattle, WA^Portland, OR
140184^San Francisco, CA^Portland, OR
140185^Phoenix, AZ^Houston, TX
140186^Chicago, IL^Baltimore, MD
140187^Chicago, IL^Salt Lake City, UT
140188^Salt Lake City, UT^Chicago, IL
140189^Charlotte, NC^Fayetteville, NC
140190^Fayetteville, NC^Charlotte, NC
140191^Seattle, WA^Eugene, OR
140192^Seattle, WA^San Francisco, CA
140193^Columbus, OH^Chicago, IL
140194^Dallas/Fort Worth, TX^Valparaiso, FL
140195^Little Rock, AR^Chicago, IL
140196^Oklahoma City, OK^Chicago, IL
140197^Chicago, IL^Columbus, OH
140198^Chicago, IL^Oklahoma City, OK
140199^Chicago, IL^Peoria, IL
140200^Peoria, IL^Dallas/Fort Worth, TX
140201^Peoria, IL^Chicago, IL
140202^Boston, MA^Newark, NJ
140203^Chicago, IL^London, United Kingdom
140204^Baltimore, MD^Hartford, CT
140205^Baltimore, MD^Indianapolis, IN
140206^Baltimore, MD^Tampa, FL
140207^Washington, DC^Nashville, TN
140208^Indianapolis, IN^Baltimore, MD
140209^Las Vegas, NV^Oakland, CA
140210^Chicago, IL^Omaha, NE
140211^Phoenix, AZ^Albuquerque, NM
140212^St. Louis, MO^Orlando, FL
140213^Houston, TX^Los Angeles, CA
140214^Los Angeles, CA^Houston, TX
140218^Austin, TX^Chicago, IL
140219^Boston, MA^Miami, FL
140220^Baltimore, MD^Miami, FL
140221^Charlotte, NC^Chicago, IL
140222^Dayton, OH^Dallas/Fort Worth, TX
140223^Dallas/Fort Worth, TX^Miami, FL
140224^Dallas/Fort Worth, TX^Portland, OR
140225^Dallas/Fort Worth, TX^Pensacola, FL
140226^Dallas/Fort Worth, TX^Palm Springs, CA
140227^Dallas/Fort Worth, TX^Tulsa, OK
140228^Los Angeles, CA^Atlanta, GA
140229^Los Angeles, CA^Dallas/Fort Worth, TX
140230^Miami, FL^Las Vegas, NV
140231^Miami, FL^Raleigh/Durham, NC
140232^Miami, FL^Charlotte Amalie, VI
140233^Miami, FL^Toronto, Canada
140234^Chicago, IL^Charlotte, NC
140235^Chicago, IL^Tampa, FL
140236^West Palm Beach/Palm Beach, FL^Dallas/Fort Worth, TX
140237^Portland, OR^Dallas/Fort Worth, TX
140238^Raleigh/Durham, NC^Miami, FL
140239^Charlotte Amalie, VI^Miami, FL
140240^Tampa, FL^Chicago, IL
140241^Toronto, Canada^Miami, FL
140242^New York, NY^London, United Kingdom
140243^London, United Kingdom^New York, NY
140244^Guatemala City, Guatemala^Miami, FL
140245^Kingston, Jamaica^Miami, FL
140246^Managua, Nicaragua^Miami, FL
140247^Miami, FL^Guatemala City, Guatemala
140248^Miami, FL^Kingston, Jamaica
140249^Miami, FL^Managua, Nicaragua
140250^Miami, FL^Panama City, Panama
140251^Miami, FL^Punta Cana, Dominican Republic
140252^Panama City, Panama^Miami, FL
140253^Punta Cana, Dominican Republic^Miami, FL
140254^Atlanta, GA^Norfolk, VA
140258^Los Angeles, CA^Salt Lake City, UT
140259^Norfolk, VA^Atlanta, GA
140260^Pittsburgh, PA^Atlanta, GA
140261^New York, NY^Santiago, Dominican Republic
140262^Santiago, Dominican Republic^New York, NY
140263^Dayton, OH^Chicago, IL
140264^Dallas/Fort Worth, TX^Shreveport, LA
140265^Dallas/Fort Worth, TX^Wichita Falls, TX
140266^Newark, NJ^Nashville, TN
140267^Newark, NJ^Buffalo, NY
140268^Wichita, KS^Chicago, IL
140269^Chicago, IL^Wichita, KS
140270^Shreveport, LA^Dallas/Fort Worth, TX
140271^Wichita Falls, TX^Dallas/Fort Worth, TX
140272^Knoxville, TN^Dallas/Fort Worth, TX
140273^Atlanta, GA^Monterrey, Mexico
140275^Bakersfield, CA^Phoenix, AZ
140276^Duluth, MN^Chicago, IL
140277^Grand Junction, CO^Phoenix, AZ
140278^Chicago, IL^Duluth, MN
140279^Chicago, IL^Springfield, IL
140280^Chicago, IL^Montreal, Canada
140281^Phoenix, AZ^Bakersfield, CA
140282^Phoenix, AZ^Grand Junction, CO
140283^San Francisco, CA^Medford, OR
140284^Salt Lake City, UT^San Francisco, CA
140285^Springfield, IL^Chicago, IL
140286^Montreal, Canada^Chicago, IL
140287^Phoenix, AZ^Austin, TX
140288^Dallas/Fort Worth, TX^Lubbock, TX
140289^Dallas/Fort Worth, TX^Lafayette, LA
140290^Denver, CO^Bozeman, MT
140291^Charlotte, NC^Greenville, NC
140292^Key West, FL^Orlando, FL
140293^Orlando, FL^Key West, FL
140294^Seattle, WA^Los Angeles, CA
140295^Fort Lauderdale, FL^Washington, DC
140296^Jacksonville, FL^New York, NY
140297^New York, NY^Jacksonville, FL
140298^New York, NY^Las Vegas, NV
140299^New York, NY^Portland, ME
140300^Las Vegas, NV^New York, NY
140301^Las Vegas, NV^Long Beach, CA
140302^Long Beach, CA^Las Vegas, NV
140303^Long Beach, CA^Oakland, CA
140304^Long Beach, CA^San Francisco, CA
140305^Orlando, FL^Washington, DC
140306^Oakland, CA^Long Beach, CA
140307^Portland, ME^New York, NY
140308^San Francisco, CA^Long Beach, CA
140309^New York, NY^Nassau, The Bahamas
140310^Nassau, The Bahamas^New York, NY
140311^Cedar Rapids/Iowa City, IA^Chicago, IL
140312^New York, NY^Montreal, Canada
140313^Chicago, IL^Cedar Rapids/Iowa City, IA
140314^Montreal, Canada^New York, NY
140315^Allentown/Bethlehem/Easton, PA^Philadelphia, PA
140316^Philadelphia, PA^Allentown/Bethlehem/Easton, PA
140317^Fort Lauderdale, FL^Charlotte, NC
140318^Philadelphia, PA^San Francisco, CA
140319^Tampa, FL^Philadelphia, PA
140320^Cancun, Mexico^Charlotte, NC
140322^Honolulu, HI^Los Angeles, CA
140323^Los Angeles, CA^Honolulu, HI
140324^Bend/Redmond, OR^Seattle, WA
140325^Seattle, WA^Bend/Redmond, OR
140326^Dallas, TX^Austin, TX
140327^Orlando, FL^New Orleans, LA
140328^Chicago, IL^Los Angeles, CA
140329^Chicago, IL^Phoenix, AZ
140330^Seattle, WA^Oakland, CA
140333^Houston, TX^Newark, NJ
140334^Nashville, TN^Miami, FL
140335^Miami, FL^Nashville, TN
140336^Madison, WI^Chicago, IL
140337^New Orleans, LA^Chicago, IL
140338^Chicago, IL^Indianapolis, IN
140339^Chicago, IL^Madison, WI
140340^Chicago, IL^Louisville, KY
140341^Freeport, The Bahamas^Miami, FL
140342^Miami, FL^Freeport, The Bahamas
140343^Austin, TX^Phoenix, AZ
140344^Washington, DC^Indianapolis, IN
140345^Indianapolis, IN^Washington, DC
140346^Boston, MA^Los Angeles, CA
140347^Cleveland, OH^Dallas/Fort Worth, TX
140348^Dallas/Fort Worth, TX^Cleveland, OH
140349^Houston, TX^Miami, FL
140350^Grand Cayman, Cayman Islands^Miami, FL
140351^Miami, FL^Grand Cayman, Cayman Islands
140352^Miami, FL^Sao Paulo, Brazil
140353^Halifax, Canada^Newark, NJ
140356^Chicago, IL^Des Moines, IA
140357^Chicago, IL^Montreal, Canada
140358^Charlotte, NC^Greenville, NC
140359^New Haven, CT^Philadelphia, PA
140360^Islip, NY^Philadelphia, PA
140361^Philadelphia, PA^Islip, NY
140362^Atlanta, GA^Philadelphia, PA
140363^Atlanta, GA^Phoenix, AZ
140364^Charlotte, NC^St. Louis, MO
140365^Miami, FL^Charlotte, NC
140366^Philadelphia, PA^San Francisco, CA
140367^Phoenix, AZ^Atlanta, GA
140368^St. Louis, MO^Charlotte, NC
140369^Burlington, VT^New York, NY
140370^New York, NY^Burlington, VT
140371^Atlantic City, NJ^Orlando, FL
140372^Detroit, MI^Tampa, FL
140373^Tampa, FL^Detroit, MI
140374^Houston, TX^Chicago, IL
140375^Baltimore, MD^Manchester, NH
140376^Denver, CO^Kansas City, MO
140377^Orlando, FL^Philadelphia, PA
140378^Tucson, AZ^Las Vegas, NV
140379^Aspen, CO^Denver, CO
140380^Philadelphia, PA^Indianapolis, IN
140381^New York, NY^Montreal, Canada
140382^Anchorage, AK^Seattle, WA
140383^Atlanta, GA^Columbus, GA
140384^Nashville, TN^Newark, NJ
140385^Newark, NJ^Richmond, VA
140386^Houston, TX^Fayetteville, AR
140387^Fayetteville, AR^Houston, TX
140388^Las Vegas, NV^Los Angeles, CA
140389^San Jose, CA^Los Angeles, CA
140390^Atlanta, GA^Daytona Beach, FL
140391^Daytona Beach, FL^Atlanta, GA
140392^Baltimore, MD^Boston, MA
140393^Chicago, IL^Minneapolis, MN
140394^Philadelphia, PA^Salisbury, MD
140395^Salisbury, MD^Philadelphia, PA
140396^New York, NY^Fort Myers, FL
140397^Fort Myers, FL^New York, NY
140398^Chicago, IL^New York, NY
140399^Albuquerque, NM^Phoenix, AZ
140400^Phoenix, AZ^Albuquerque, NM
140401^New York, NY^Pittsburgh, PA
140402^Pittsburgh, PA^New York, NY
140403^Portland, OR^Dallas/Fort Worth, TX
140404^Atlanta, GA^Boston, MA
140405^Atlanta, GA^Norfolk, VA
140406^Minneapolis, MN^Washington, DC
140407^Norfolk, VA^Atlanta, GA
140408^Newark, NJ^St. Louis, MO
140409^Houston, TX^St. Louis, MO
140410^Los Angeles, CA^Phoenix, AZ
140411^San Francisco, CA^Palm Springs, CA
140412^Charlotte, NC^Kansas City, MO
140413^Houston, TX^Charlotte, NC
140414^Kansas City, MO^Charlotte, NC
140415^Charlotte, NC^Key West, FL
140416^Key West, FL^Charlotte, NC
140417^Pittsburgh, PA^Philadelphia, PA
140418^Portland, ME^Philadelphia, PA
140419^Dallas/Fort Worth, TX^Lexington, KY
140420^Dallas/Fort Worth, TX^Peoria, IL
140421^New York, NY^Montreal, Canada
140422^Montreal, Canada^New York, NY
140423^Fort Lauderdale, FL^Newark, NJ
140424^San Francisco, CA^Chicago, IL
140425^London, United Kingdom^Chicago, IL
140426^Baltimore, MD^Las Vegas, NV
140427^Houston, TX^Los Angeles, CA
140428^Orlando, FL^Chicago, IL
140429^Chicago, IL^Orlando, FL
140430^New Orleans, LA^Houston, TX
140431^Phoenix, AZ^Houston, TX
140432^Albuquerque, NM^Dallas/Fort Worth, TX
140433^Austin, TX^Washington, DC
140437^Pittsburgh, PA^New York, NY
140438^Charlotte, NC^Miami, FL
140439^Dallas/Fort Worth, TX^Fort Myers, FL
140440^Orlando, FL^Miami, FL
140441^Miami, FL^Baltimore, MD
140442^Miami, FL^Orlando, FL
140443^Chicago, IL^Austin, TX
140445^Atlanta, GA^New York, NY
140446^Detroit, MI^Las Vegas, NV
140449^Dallas/Fort Worth, TX^Shreveport, LA
140450^Dallas/Fort Worth, TX^Knoxville, TN
140451^Chicago, IL^Dayton, OH
140452^Toronto, Canada^Newark, NJ
140453^Monterrey, Mexico^Atlanta, GA
140454^Williston, ND^Denver, CO
140455^Reno, NV^San Francisco, CA
140456^San Francisco, CA^Salt Lake City, UT
140457^Austin, TX^Phoenix, AZ
140458^San Diego, CA^San Francisco, CA
140459^San Francisco, CA^San Diego, CA
140460^Greenville, NC^Charlotte, NC
140461^Houston, TX^Phoenix, AZ
140462^Philadelphia, PA^Raleigh/Durham, NC
140463^Charlotte, NC^Cancun, Mexico
140464^Chicago, IL^Minneapolis, MN
140465^Ontario, CA^San Jose, CA
140466^Newark, NJ^Raleigh/Durham, NC
140467^Indianapolis, IN^Newark, NJ
140468^Orlando, FL^Washington, DC
140469^Kahului, HI^San Francisco, CA
140470^San Francisco, CA^Kahului, HI
140471^Louisville, KY^Chicago, IL
140472^Phoenix, AZ^Des Moines, IA
140473^Dallas/Fort Worth, TX^Leon/Guanajuato, Mexico
140474^Dallas/Fort Worth, TX^Portland, OR
140475^Dallas/Fort Worth, TX^Philadelphia, PA
140476^Los Angeles, CA^Dallas/Fort Worth, TX
140477^Portland, OR^Dallas/Fort Worth, TX
140478^Nashville, TN^Chicago, IL
140479^Seattle, WA^Anchorage, AK
140480^Miami, FL^Atlanta, GA
140481^Philadelphia, PA^Atlanta, GA
140482^San Francisco, CA^Redding, CA
140483^Greenville, NC^Charlotte, NC
140484^New York, NY^Montreal, Canada
140485^Montreal, Canada^New York, NY
140486^Denver, CO^Phoenix, AZ
140487^Phoenix, AZ^Denver, CO
140488^Phoenix, AZ^Dallas/Fort Worth, TX
140489^Pittsburgh, PA^Chicago, IL
140492^Boston, MA^Detroit, MI
140493^Detroit, MI^Boston, MA
140494^Detroit, MI^Las Vegas, NV
140495^Orlando, FL^Atlantic City, NJ
140496^Houston, TX^Los Angeles, CA
140497^Chicago, IL^Denver, CO
140498^Baltimore, MD^Tampa, FL
140499^Denver, CO^Oakland, CA
140500^Houston, TX^Washington, DC
140501^Chicago, IL^Los Angeles, CA
140502^San Diego, CA^Sacramento, CA
140503^Newark, NJ^Philadelphia, PA
140504^Kalamazoo, MI^Chicago, IL
140505^Chicago, IL^Kalamazoo, MI
140506^Montreal, Canada^New York, NY
140507^Columbus, GA^Atlanta, GA
140508^Houston, TX^Nashville, TN
140509^Chicago, IL^Indianapolis, IN
140510^Atlanta, GA^West Palm Beach/Palm Beach, FL
140512^West Palm Beach/Palm Beach, FL^Atlanta, GA
140513^Baltimore, MD^Chicago, IL
140514^Columbus, OH^Chicago, IL
140515^Dallas, TX^New Orleans, LA
140516^Orlando, FL^Atlanta, GA
140517^Chicago, IL^Baltimore, MD
140518^Birmingham, AL^Charlotte, NC
140519^Dayton, OH^Charlotte, NC
140520^Charlotte, NC^Hartford, CT
140521^Cincinnati, OH^Washington, DC
140522^Washington, DC^Cincinnati, OH
140526^Newark, NJ^West Palm Beach/Palm Beach, FL
140527^Houston, TX^Chicago, IL
140528^Orlando, FL^Washington, DC
140529^Houston, TX^Atlanta, GA
140530^Charlotte, NC^Evansville, IN
140531^Charlotte, NC^Pensacola, FL
140532^Pensacola, FL^Charlotte, NC
140533^Raleigh/Durham, NC^Minneapolis, MN
140534^Denver, CO^Chicago, IL
140535^Dallas/Fort Worth, TX^Dayton, OH
140536^Dallas/Fort Worth, TX^Palm Springs, CA
140537^Miami, FL^Toronto, Canada
140538^New York, NY^London, United Kingdom
140539^London, United Kingdom^New York, NY
140540^Miami, FL^Punta Cana, Dominican Republic
140541^Punta Cana, Dominican Republic^Miami, FL
140543^Atlanta, GA^Los Angeles, CA
140545^Los Angeles, CA^Atlanta, GA
140546^Los Angeles, CA^Salt Lake City, UT
140549^Atlanta, GA^Peoria, IL
140550^Columbus, OH^Houston, TX
140551^Chicago, IL^Fargo, ND
140552^Chicago, IL^Savannah, GA
140553^Peoria, IL^Atlanta, GA
140554^Leon/Guanajuato, Mexico^Houston, TX
140555^Denver, CO^Fargo, ND
140556^Reno, NV^Los Angeles, CA
140557^Salt Lake City, UT^Santa Ana, CA
140558^Santa Ana, CA^Salt Lake City, UT
140559^Philadelphia, PA^Atlanta, GA
140560^Hartford, CT^Chicago, IL
140561^Chicago, IL^San Antonio, TX
140562^Philadelphia, PA^Indianapolis, IN
140563^St. Louis, MO^Denver, CO
140564^New York, NY^Philadelphia, PA
140565^Philadelphia, PA^New York, NY
140566^Burlington, VT^New York, NY
140567^Washington, DC^Fort Lauderdale, FL
140568^Fort Lauderdale, FL^Washington, DC
140569^New York, NY^Burlington, VT
140570^New York, NY^Portland, ME
140571^Portland, ME^New York, NY
140572^Dallas/Fort Worth, TX^Corpus Christi, TX
140573^Lexington, KY^Dallas/Fort Worth, TX
140574^Los Angeles, CA^Washington, DC
140575^Los Angeles, CA^San Francisco, CA
140576^Phoenix, AZ^Houston, TX
140577^San Francisco, CA^Denver, CO
140578^Baltimore, MD^Raleigh/Durham, NC
140579^Denver, CO^Salt Lake City, UT
140580^Tucson, AZ^Las Vegas, NV
140588^Miami, FL^Boston, MA
140589^Miami, FL^Dallas/Fort Worth, TX
140590^New York, NY^Atlanta, GA
140591^Atlanta, GA^Fayetteville, NC
140592^Charlotte, NC^Chicago, IL
140593^Fayetteville, NC^Atlanta, GA
140594^Lake Charles, LA^Houston, TX
140595^Toronto, Canada^Atlanta, GA
140597^Los Angeles, CA^Phoenix, AZ
140598^New Orleans, LA^Washington, DC
140599^Phoenix, AZ^Des Moines, IA
140600^Phoenix, AZ^Los Angeles, CA
140601^Charlotte, NC^Jackson/Vicksburg, MS
140602^Grand Rapids, MI^Chicago, IL
140603^Chicago, IL^Grand Rapids, MI
140604^Philadelphia, PA^Syracuse, NY
140605^Syracuse, NY^Philadelphia, PA
140606^Orlando, FL^Phoenix, AZ
140607^Phoenix, AZ^Atlanta, GA
140608^Raleigh/Durham, NC^Philadelphia, PA
140611^Houston, TX^Las Vegas, NV
140612^Kansas City, MO^Dallas, TX
140613^Oakland, CA^Seattle, WA
140614^Phoenix, AZ^Albuquerque, NM
140615^San Diego, CA^San Jose, CA
140616^Boston, MA^Newark, NJ
140617^Newark, NJ^Orlando, FL
140618^Houston, TX^Los Angeles, CA
140619^Houston, TX^Seattle, WA
140620^Chicago, IL^Los Angeles, CA
140621^Indianapolis, IN^Chicago, IL
140622^Des Moines, IA^Phoenix, AZ
140623^New York, NY^Cincinnati, OH
140624^Dallas/Fort Worth, TX^West Palm Beach/Palm Beach, FL
140625^Miami, FL^Houston, TX
140626^Miami, FL^Toronto, Canada
140627^West Palm Beach/Palm Beach, FL^Dallas/Fort Worth, TX
140628^Toronto, Canada^Miami, FL
140629^Managua, Nicaragua^Miami, FL
140630^Miami, FL^Managua, Nicaragua
140631^Miami, FL^Panama City, Panama
140632^Miami, FL^Punta Cana, Dominican Republic
140633^Miami, FL^Santo Domingo, Dominican Republic
140634^Panama City, Panama^Miami, FL
140635^Punta Cana, Dominican Republic^Miami, FL
140636^Santo Domingo, Dominican Republic^Miami, FL
140637^Atlanta, GA^Jacksonville/Camp Lejeune, NC
140638^Baton Rouge, LA^Dallas/Fort Worth, TX
140639^Denver, CO^Williston, ND
140640^Dallas/Fort Worth, TX^Knoxville, TN
140641^Knoxville, TN^Dallas/Fort Worth, TX
